Time(s) Ch1(μV) Ch2(μV) Ch3(μV) Ch4(μV)
55.546 -249.67 -215.31 -208.34 -260.08
55.550 -230.09 -195.26 -189.30 -242.83
55.554 -210.08 -175.26 -169.72 -224.21
55.558 -220.61 -185.90 -178.61 -231.88
55.563 -254.27 -219.96 -211.96 -263.91
55.567 -251.95 -217.57 -210.35 -262.39
55.571 -230.04 -195.00 -188.85 -241.98
55.575 -214.38 -179.35 -173.54 -228.23
55.579 -223.56 -189.14 -182.57 -236.30
55.584 -252.11 -218.04 -210.58 -262.52
55.588 -220.37 -185.65 -179.62 -232.84
55.592 -252.82 -218.62 -211.65 -263.53
55.596 -250.05 -215.56 -208.45 -260.24
55.600 -231.99 -197.30 -190.84 -244.19
55.604 -210.11 -174.88 -169.36 -223.67
55.608 -230.71 -195.62 -189.19 -242.92
55.612 -252.26 -217.68 -210.35 -262.66
55.616 -241.96 -207.29 -200.70 -252.95
55.620 -231.79 -197.14 -191.09 -244.15
55.624 -213.97 -179.04 -173.25 -228.12
55.628 -226.83 -192.45 -185.94 -240.24
55.632 -251.55 -217.80 -210.04 -261.65
55.636 -249.29 -215.09 -208.09 -259.73
55.640 -226.11 -191.44 -185.32 -238.74
55.644 -216.57 -182.10 -176.06 -230.65
55.648 -224.37 -189.61 -183.24 -237.49
55.652 -245.58 -211.13 -204.23 -256.17
55.657 -246.74 -212.77 -205.23 -256.73
55.661 -234.81 -200.47 -193.74 -246.45
55.665 -212.61 -177.81 -171.97 -226.71
55.669 -221.15 -186.15 -180.33 -234.00
55.673 -248.98 -214.49 -207.49 -259.19
55.677 -250.03 -215.49 -208.52 -261.07
55.681 -231.70 -196.78 -191.02 -244.28
55.685 -212.79 -177.56 -172.42 -227.36
55.689 -227.03 -192.14 -185.68 -239.25
55.693 -249.24 -214.67 -207.13 -259.01
55.697 -247.34 -212.54 -205.84 -257.36
55.701 -226.80 -191.93 -185.54 -238.43
55.705 -214.73 -179.84 -174.21 -228.52
55.709 -226.07 -191.67 -185.18 -238.65
55.713 -253.29 -219.47 -211.34 -263.01
55.717 -248.48 -214.26 -206.87 -258.79
55.721 -228.93 -194.04 -188.02 -241.13
55.725 -215.34 -180.96 -174.77 -229.11
55.729 -227.63 -193.68 -187.13 -240.84
55.733 -252.55 -218.47 -211.31 -263.59
55.737 -214.73 -179.84 -174.21 -228.52
55.741 -226.07 -191.67 -185.18 -238.65
55.745 -253.29 -219.47 -211.34 -263.01
55.750 -248.48 -214.26 -206.87 -258.79
55.754 -228.93 -194.04 -188.02 -241.13
55.758 -215.34 -180.96 -174.77 -229.11
55.762 -227.63 -193.68 -187.13 -240.84
55.766 -252.55 -218.47 -211.31 -263.59
55.770 -245.24 -210.87 -204.16 -256.20
55.774 -234.60 -200.07 -193.72 -247.17
55.778 -205.64 -171.19 -164.96 -218.96
55.782 -227.43 -193.28 -186.55 -239.61
55.786 -248.26 -214.26 -207.47 -260.00
55.790 -246.38 -212.05 -204.76 -257.00
55.794 -229.82 -195.15 -188.36 -241.56
55.798 -212.95 -178.55 -172.29 -226.83
55.802 -224.57 -190.35 -183.66 -236.95
55.806 -254.09 -219.99 -212.48 -264.22
55.811 -245.06 -210.60 -203.74 -255.23
55.815 -227.59 -192.54 -186.95 -240.44
55.819 -215.11 -180.29 -174.84 -229.13
55.823 -228.26 -193.70 -187.42 -241.31
55.827 -249.18 -215.25 -207.98 -259.48
55.831 -249.09 -214.78 -207.45 -259.30
55.835 -226.80 -192.43 -185.85 -239.10
55.839 -213.77 -179.51 -172.91 -227.88
55.843 -225.51 -191.29 -184.69 -238.56
55.847 -250.25 -216.05 -208.90 -260.33
55.851 -250.38 -216.05 -208.99 -260.22
55.855 -226.15 -191.44 -185.21 -238.25
55.859 -211.20 -176.89 -170.90 -225.24
55.863 -230.04 -195.56 -189.14 -243.50
55.867 -248.64 -213.97 -206.82 -259.35
55.872 -249.89 -215.58 -208.34 -260.22
55.876 -228.75 -194.12 -187.46 -240.04
55.880 -210.20 -175.26 -169.34 -223.05
55.884 -232.23 -197.41 -191.17 -244.84
55.888 -217.08 -182.17 -176.11 -231.09
55.908 -231.27 -196.72 -190.33 -244.01
55.928 -249.76 -215.38 -208.41 -259.86
55.948 -246.63 -212.14 -205.68 -257.18
55.968 -231.92 -197.30 -191.47 -244.55
55.987 -217.30 -182.66 -176.22 -230.94
56.007 -228.97 -194.53 -187.73 -241.20
56.027 -250.61 -216.12 -208.97 -260.73
56.047 -246.63 -212.01 -205.10 -256.98
56.067 -232.66 -197.57 -191.35 -244.24
56.087 -217.06 -182.21 -176.53 -230.76
56.107 -230.27 -195.51 -189.68 -243.97
56.127 -251.93 -217.55 -210.40 -262.54
56.147 -245.94 -211.54 -204.34 -256.31
56.167 -230.63 -195.82 -189.48 -242.72
56.187 -218.58 -183.98 -177.90 -232.15
56.207 -230.87 -196.78 -190.12 -243.30
56.227 -250.70 -216.63 -209.30 -261.54
56.247 -248.31 -213.73 -206.78 -258.97
56.267 -232.79 -198.10 -191.87 -245.04
56.286 -216.86 -182.52 -176.27 -229.55
56.306 -229.13 -194.95 -188.29 -242.00
56.326 -250.76 -216.74 -209.39 -262.59
56.346 -244.93 -210.91 -203.51 -255.95
56.366 -232.50 -198.17 -191.49 -244.55
56.386 -220.32 -185.83 -179.80 -233.62
56.406 -230.22 -195.69 -189.61 -242.94
56.426 -248.33 -213.73 -207.22 -259.35
56.446 -242.94 -207.85 -201.86 -253.67
56.466 -234.83 -200.09 -193.79 -247.08
56.486 -220.19 -185.23 -179.64 -234.27
56.506 -228.79 -194.48 -187.73 -240.95
56.526 -248.51 -214.55 -207.25 -259.37
56.546 -245.22 -210.37 -203.76 -256.04
56.565 -232.39 -197.46 -191.22 -243.68
56.585 -219.18 -184.47 -179.04 -232.77
56.605 -228.75 -194.04 -187.78 -241.13
56.625 -220.19 -185.23 -179.64 -234.27
56.630 -228.79 -194.48 -187.73 -240.95
56.634 -248.51 -214.55 -207.25 -259.37
56.638 -245.22 -210.37 -203.76 -256.04
56.642 -232.39 -197.46 -191.22 -243.68
56.647 -219.18 -184.47 -179.04 -232.77
56.651 -228.75 -194.04 -187.78 -241.13
56.655 -247.57 -213.08 -205.68 -257.96
56.659 -245.40 -210.75 -203.96 -256.29
56.664 -233.26 -198.80 -192.60 -245.80
56.668 -221.04 -186.55 -180.24 -234.49
56.672 -231.81 -197.68 -190.77 -244.22
56.676 -248.55 -214.11 -207.22 -259.44
56.681 -246.23 -211.76 -205.01 -257.20
56.685 -232.44 -197.84 -191.49 -244.48
56.689 -220.59 -186.06 -179.42 -233.26
56.693 -229.69 -195.26 -188.47 -242.02
56.698 -248.62 -214.40 -207.29 -259.79
56.702 -246.85 -212.27 -205.39 -257.65
56.706 -232.93 -198.48 -192.05 -245.27
56.710 -221.39 -186.17 -180.45 -234.45
56.715 -230.11 -195.47 -189.03 -242.45
56.719 -247.32 -213.06 -205.73 -258.21
56.723 -245.06 -210.44 -203.56 -255.84
56.727 -233.78 -199.18 -192.49 -245.58
56.732 -221.84 -187.31 -181.09 -234.81
56.736 -231.52 -197.12 -190.79 -244.08
56.740 -245.82 -211.47 -204.25 -256.84
56.744 -245.24 -210.42 -203.58 -255.97
56.749 -231.70 -197.23 -190.15 -243.25
56.753 -222.20 -187.51 -181.14 -234.85
56.757 -233.15 -198.46 -192.31 -246.83
56.762 -246.18 -211.83 -204.88 -257.74
56.766 -243.52 -209.26 -202.28 -254.68
56.770 -231.77 -197.14 -191.13 -244.08
56.774 -220.23 -185.63 -179.42 -233.15
56.779 -229.22 -194.77 -187.84 -241.42
56.783 -220.88 -186.35 -180.02 -234.22
56.787 -228.68 -194.26 -187.62 -241.56
56.791 -246.58 -212.48 -205.39 -257.98
56.795 -245.06 -210.49 -203.53 -255.93
56.799 -232.61 -197.81 -191.29 -244.44
56.804 -220.25 -185.32 -179.24 -233.26
56.808 -227.72 -192.92 -186.99 -240.84
56.812 -248.48 -213.79 -206.91 -259.59
56.816 -247.59 -213.33 -206.33 -258.92
56.820 -234.16 -199.40 -193.21 -246.52
56.825 -220.75 -186.15 -180.13 -234.16
56.829 -231.30 -196.99 -190.39 -244.22
56.833 -247.05 -212.81 -205.75 -258.07
56.837 -245.36 -210.46 -203.87 -256.04
56.841 -231.88 -197.16 -191.04 -244.24
56.845 -219.63 -184.83 -179.26 -232.91
56.850 -231.34 -196.92 -191.04 -244.15
56.854 -249.38 -215.11 -208.12 -260.22
56.858 -244.46 -210.02 -203.16 -255.17
56.862 -231.45 -196.72 -190.15 -243.14
56.866 -221.01 -186.23 -180.24 -234.18
56.870 -232.57 -197.95 -191.53 -244.98
56.875 -249.80 -215.29 -208.32 -260.82
56.879 -243.72 -209.17 -202.44 -255.44
56.883 -230.56 -195.60 -189.34 -242.09
56.887 -221.77 -186.97 -180.74 -234.49
56.891 -230.38 -195.71 -189.27 -242.99
56.895 -248.46 -214.31 -207.18 -259.93
56.900 -247.25 -212.92 -205.79 -258.59
56.904 -232.73 -197.75 -191.35 -244.60
56.908 -221.64 -186.88 -180.71 -234.76
56.912 -231.43 -196.72 -190.39 -244.22
56.916 -247.77 -213.39 -206.22 -258.99
56.920 -246.18 -212.12 -205.21 -257.63
56.925 -233.82 -199.58 -193.19 -246.00
56.929 -223.14 -188.27 -182.52 -236.46
56.933 -230.16 -195.31 -189.23 -243.23
56.937 -221.64 -186.88 -180.71 -234.76
56.941 -231.43 -196.72 -190.39 -244.22
56.945 -247.77 -213.39 -206.22 -258.99
56.949 -246.18 -212.12 -205.21 -257.63
56.953 -233.82 -199.58 -193.19 -246.00
56.957 -223.14 -188.27 -182.52 -236.46
56.962 -230.16 -195.31 -189.23 -243.23
56.966 -249.98 -215.43 -208.25 -261.14
56.970 -246.16 -211.72 -204.70 -257.13
56.974 -232.44 -197.84 -191.47 -244.44
56.978 -221.53 -186.41 -180.45 -234.40
56.982 -230.83 -196.16 -189.99 -243.48
56.986 -247.95 -213.68 -206.75 -259.24
56.990 -247.08 -212.57 -205.52 -258.07
56.994 -232.64 -198.08 -191.71 -244.82
56.998 -220.39 -185.68 -179.98 -233.96
57.002 -231.56 -197.08 -190.79 -244.46
57.006 -247.61 -213.21 -206.46 -258.83
57.010 -245.82 -211.40 -204.76 -256.69
57.014 -232.66 -198.01 -191.67 -244.73
57.019 -221.51 -186.88 -180.80 -234.74
57.023 -228.01 -193.50 -187.02 -240.55
57.027 -248.48 -214.33 -207.18 -259.41
57.031 -246.07 -211.74 -204.79 -256.84
57.035 -232.17 -197.57 -191.49 -244.24
57.039 -218.20 -183.53 -177.76 -231.74
57.043 -229.02 -194.48 -188.05 -242.00
57.047 -247.41 -213.21 -205.88 -258.79
57.051 -245.36 -211.02 -203.94 -256.08
57.055 -232.73 -197.79 -191.58 -244.84
57.059 -220.92 -185.88 -180.33 -234.76
57.063 -231.39 -196.63 -190.46 -244.06
57.067 -245.29 -210.91 -203.80 -256.62
57.071 -243.54 -208.83 -201.88 -254.14
57.076 -232.06 -197.08 -190.91 -243.99
57.080 -219.78 -185.12 -179.13 -233.15
57.084 -230.54 -196.11 -189.63 -243.32
57.088 -233.11 -198.64 -192.25 -245.04
57.109 -219.29 -184.65 -178.72 -232.32
57.131 -227.92 -193.28 -186.82 -240.04
57.152 -248.28 -213.66 -207.00 -259.21
57.173 -245.62 -210.64 -204.72 -256.84
57.195 -231.34 -196.38 -190.64 -243.66
57.216 -220.46 -185.54 -179.64 -233.75
57.238 -231.59 -196.99 -190.35 -243.79
57.259 -248.42 -214.09 -207.40 -259.15
57.280 -246.23 -211.49 -205.66 -257.40
57.302 -232.53 -197.54 -192.09 -244.91
57.323 -220.52 -185.41 -179.98 -233.84
57.345 -231.07 -196.49 -190.15 -243.46
57.366 -249.38 -214.62 -207.71 -259.88
57.387 -246.38 -212.01 -204.97 -257.18
57.409 -231.81 -197.34 -191.31 -244.39
57.430 -219.76 -185.05 -179.26 -233.08
57.452 -232.88 -198.39 -192.25 -245.56
57.473 -250.59 -216.45 -209.12 -261.45
57.495 -245.89 -211.58 -204.50 -256.51
57.516 -232.37 -197.72 -191.33 -244.26
57.537 -219.43 -184.27 -178.70 -232.61
57.559 -231.21 -196.27 -190.41 -243.23
57.580 -246.88 -212.70 -205.93 -257.81
57.602 -246.83 -212.63 -206.11 -258.19
57.623 -232.99 -197.75 -192.09 -244.57
57.644 -220.37 -185.45 -179.78 -233.04
57.666 -226.85 -192.16 -186.48 -239.07
57.687 -246.03 -211.89 -205.05 -257.18
57.709 -247.41 -213.12 -205.73 -257.76
57.730 -233.49 -198.95 -192.29 -245.36
57.751 -220.30 -185.72 -179.73 -233.78
57.773 -229.06 -194.37 -188.07 -241.53
57.794 -250.09 -215.60 -208.45 -260.67
57.816 -247.86 -213.24 -206.33 -257.92
57.837 -232.06 -197.30 -191.24 -244.13
57.858 -216.95 -182.46 -176.49 -230.65
57.880 -233.49 -198.95 -192.29 -245.36
57.884 -220.30 -185.72 -179.73 -233.78
57.888 -229.06 -194.37 -188.07 -241.53
57.893 -250.09 -215.60 -208.45 -260.67
57.897 -247.86 -213.24 -206.33 -257.92
57.901 -232.06 -197.30 -191.24 -244.13
57.906 -216.95 -182.46 -176.49 -230.65
57.910 -228.41 -193.92 -187.62 -240.93
57.914 -248.84 -214.11 -207.31 -259.28
57.918 -247.12 -212.27 -205.55 -257.85
57.923 -230.78 -195.67 -189.45 -242.61
57.927 -219.67 -184.65 -178.84 -232.70
57.931 -228.10 -193.45 -187.02 -240.48
57.935 -244.46 -210.06 -203.22 -255.06
57.940 -248.46 -213.84 -207.20 -260.11
57.944 -232.93 -197.95 -191.82 -244.98
57.948 -219.34 -184.67 -178.75 -232.19
57.952 -229.31 -194.73 -188.07 -241.44
57.957 -246.03 -211.69 -204.88 -256.98
57.961 -244.95 -210.44 -203.89 -255.84
57.965 -231.83 -196.96 -190.66 -243.75
57.970 -219.61 -184.38 -178.81 -232.64
57.974 -226.85 -192.47 -186.10 -238.69
57.978 -243.68 -209.30 -202.17 -254.05
57.982 -244.04 -209.30 -202.86 -254.97
57.987 -232.35 -197.84 -191.67 -244.80
57.991 -221.19 -186.28 -180.69 -234.72
57.995 -229.11 -194.15 -188.13 -241.56
57.999 -245.51 -211.22 -204.18 -256.24
58.004 -243.43 -208.79 -201.97 -253.96
58.008 -231.81 -197.08 -190.82 -244.10
58.012 -217.28 -182.37 -176.74 -230.67
58.017 -227.07 -192.25 -186.32 -239.63
58.021 -245.91 -211.72 -204.81 -256.96
58.025 -245.87 -211.76 -204.83 -256.84
58.029 -229.31 -194.71 -188.85 -241.80
58.034 -215.87 -181.12 -175.89 -229.62
58.038 -230.42 -195.33 -189.41 -242.90
58.042 -217.77 -182.52 -176.89 -231.03
58.046 -229.64 -194.82 -188.72 -242.09
58.050 -247.03 -212.95 -206.11 -258.14
58.054 -242.00 -207.51 -200.76 -252.82
58.058 -229.91 -195.22 -189.30 -242.05
58.062 -218.40 -183.31 -177.74 -231.61
58.066 -229.08 -194.06 -187.69 -241.11
58.070 -244.89 -210.37 -203.40 -256.02
58.074 -242.85 -208.41 -201.81 -254.30
58.078 -230.07 -195.64 -189.77 -242.56
58.082 -218.96 -184.02 -178.34 -232.15
58.086 -229.22 -194.55 -188.13 -241.22
58.090 -247.77 -213.06 -206.33 -258.52
58.094 -243.34 -208.59 -201.55 -253.18
58.098 -227.92 -193.10 -187.11 -239.81
58.102 -219.36 -184.22 -178.64 -232.95
58.106 -231.25 -196.09 -190.57 -244.77
58.110 -244.95 -210.44 -203.94 -256.73
58.115 -242.72 -208.16 -201.59 -253.94
58.119 -232.59 -197.54 -191.35 -244.80
58.123 -220.30 -184.87 -179.69 -233.60
58.127 -229.04 -193.99 -188.16 -241.64
58.131 -245.11 -210.73 -204.05 -256.35
58.135 -247.23 -212.52 -206.06 -257.96
58.139 -230.54 -195.42 -189.48 -242.45
58.143 -218.73 -183.89 -178.12 -231.54
58.147 -228.19 -193.59 -187.37 -240.66
58.151 -246.41 -212.05 -205.43 -257.78
58.155 -244.60 -210.08 -203.67 -256.40
58.159 -228.66 -194.06 -188.18 -241.40
58.163 -219.85 -185.18 -179.73 -233.55
58.167 -227.79 -192.92 -187.06 -239.99
58.171 -245.18 -210.58 -203.87 -256.06
58.175 -244.66 -209.91 -202.82 -255.12
58.179 -230.40 -195.18 -189.12 -241.94
58.183 -217.71 -182.77 -177.38 -230.60
58.187 -228.66 -194.06 -188.18 -241.40
58.191 -219.85 -185.18 -179.73 -233.55
58.195 -227.79 -192.92 -187.06 -239.99
58.199 -245.18 -210.58 -203.87 -256.06
58.203 -244.66 -209.91 -202.82 -255.12
58.207 -230.40 -195.18 -189.12 -241.94
58.211 -217.71 -182.77 -177.38 -230.60
58.216 -228.99 -194.55 -187.87 -241.02
58.220 -248.71 -214.15 -207.56 -259.86
58.224 -244.44 -209.70 -203.67 -255.53
58.228 -231.74 -197.14 -190.95 -244.01
58.232 -217.93 -183.15 -177.41 -231.34
58.236 -230.47 -195.42 -189.43 -243.12
58.240 -248.48 -214.02 -207.33 -259.41
58.244 -243.86 -209.10 -202.64 -254.45
58.248 -232.95 -197.97 -191.64 -244.19
58.252 -217.80 -182.64 -177.38 -231.01
58.256 -226.89 -192.43 -186.37 -239.30
58.260 -246.79 -212.59 -205.59 -257.83
58.264 -245.13 -210.33 -203.83 -256.24
58.268 -230.94 -196.20 -189.95 -242.65
58.272 -219.32 -184.40 -178.39 -232.06
58.276 -227.56 -193.10 -186.84 -239.86
58.280 -246.70 -212.30 -205.39 -256.96
58.284 -244.82 -210.29 -203.67 -254.90
58.288 -233.13 -198.37 -192.47 -245.22
58.293 -220.63 -185.85 -179.98 -233.67
58.297 -228.66 -194.06 -187.58 -240.95
58.301 -245.96 -211.54 -204.18 -256.49
58.305 -244.80 -210.26 -203.49 -255.19
58.309 -230.54 -195.62 -190.03 -242.87
58.313 -216.77 -181.79 -176.38 -230.02
58.317 -231.54 -196.63 -190.57 -243.81
58.321 -247.63 -213.17 -206.37 -258.32
58.325 -242.09 -207.45 -200.76 -252.49
58.329 -232.39 -197.30 -191.26 -244.22
58.333 -218.98 -183.87 -178.30 -232.01
58.337 -232.66 -196.85 -191.82 -244.01
58.359 -222.15 -186.39 -181.70 -234.98
58.381 -230.40 -195.15 -189.61 -242.45
58.403 -248.01 -212.99 -206.62 -258.41
58.425 -246.74 -211.58 -205.61 -257.69
58.446 -233.37 -198.17 -192.56 -245.02
58.468 -221.55 -185.94 -181.16 -234.65
58.490 -230.02 -194.55 -189.30 -242.23
58.512 -247.84 -212.59 -206.35 -258.03
58.534 -246.63 -211.38 -205.68 -257.40
58.556 -229.87 -194.37 -189.23 -241.76
58.578 -219.09 -183.40 -178.57 -232.30
58.599 -231.54 -196.14 -190.53 -243.63
58.621 -249.96 -214.64 -208.56 -260.96
58.643 -243.59 -208.12 -201.97 -254.09
58.665 -230.38 -194.48 -189.10 -241.76
58.687 -220.95 -185.01 -180.96 -234.20
58.709 -230.09 -194.77 -189.52 -242.56
58.731 -247.34 -211.94 -206.17 -258.23
58.753 -243.59 -208.07 -202.66 -254.39
58.774 -230.07 -194.48 -189.48 -242.16
58.796 -220.84 -185.25 -180.33 -233.78
58.818 -231.56 -195.94 -190.59 -243.43
58.840 -247.57 -211.96 -206.31 -258.52
58.862 -242.45 -206.73 -200.85 -252.71
58.884 -230.58 -194.82 -189.52 -242.61
58.906 -219.07 -183.26 -178.61 -232.19
58.927 -229.69 -194.21 -188.76 -241.64
58.949 -247.77 -212.32 -206.24 -257.98
58.971 -244.24 -208.45 -203.09 -254.56
58.993 -230.47 -194.55 -189.63 -242.34
59.015 -221.28 -185.32 -180.62 -234.05
59.037 -227.72 -191.82 -186.91 -239.81
59.059 -245.11 -209.70 -203.87 -255.61
59.081 -244.10 -208.52 -203.11 -255.06
59.102 -230.18 -194.28 -189.61 -242.02
59.124 -218.31 -182.30 -177.96 -231.47
59.146 -230.47 -194.55 -189.63 -242.34
59.150 -221.28 -185.32 -180.62 -234.05
59.154 -227.72 -191.82 -186.91 -239.81
59.158 -245.11 -209.70 -203.87 -255.61
59.162 -244.10 -208.52 -203.11 -255.06
59.166 -230.18 -194.28 -189.61 -242.02
59.169 -218.31 -182.30 -177.96 -231.47
59.173 -230.25 -194.88 -189.74 -243.14
59.177 -247.12 -212.14 -206.28 -258.07
59.181 -243.14 -207.65 -202.31 -254.12
59.185 -229.49 -193.66 -188.78 -241.78
59.189 -218.18 -182.41 -177.41 -231.27
59.193 -228.03 -192.43 -187.11 -239.86
59.197 -249.13 -213.66 -207.92 -259.62
59.201 -245.51 -209.64 -204.27 -256.24
59.204 -229.46 -193.61 -188.67 -241.38
59.208 -217.37 -181.32 -176.71 -230.36
59.212 -229.69 -193.83 -188.94 -242.23
59.216 -244.44 -208.90 -203.38 -255.50
59.220 -242.05 -206.51 -200.63 -252.46
59.224 -230.56 -194.57 -189.90 -242.45
59.228 -218.42 -182.10 -177.70 -231.14
59.232 -229.69 -193.63 -188.54 -241.67
59.235 -247.59 -211.98 -206.15 -258.45
59.239 -241.94 -205.88 -200.58 -252.44
59.243 -227.59 -191.58 -186.70 -239.36
59.247 -222.31 -186.77 -181.76 -235.16
59.251 -230.58 -195.51 -189.74 -243.21
59.255 -242.63 -207.20 -201.34 -253.51
59.259 -242.23 -205.99 -200.76 -252.95
59.263 -229.75 -193.68 -188.81 -241.58
59.267 -218.49 -182.26 -177.70 -231.27
59.270 -227.67 -191.33 -186.46 -239.25
59.274 -245.62 -209.91 -204.50 -256.46
59.278 -240.88 -205.23 -199.89 -251.95
59.282 -229.60 -193.72 -188.72 -241.42
59.286 -217.66 -181.81 -177.16 -230.94
59.290 -227.63 -191.58 -186.61 -239.59
59.294 -217.26 -180.96 -176.42 -229.80
59.298 -228.93 -192.72 -187.73 -241.13
59.302 -244.10 -207.83 -202.40 -254.30
59.306 -240.44 -204.50 -199.06 -250.72
59.310 -227.59 -191.55 -186.95 -239.83
59.314 -216.34 -180.31 -175.51 -229.51
59.318 -226.22 -190.19 -185.16 -238.52
59.322 -244.39 -208.30 -202.75 -255.12
59.326 -238.47 -202.31 -196.81 -248.95
59.330 -226.31 -190.08 -185.34 -238.31
59.334 -216.28 -180.02 -175.39 -229.04
59.338 -230.13 -194.04 -189.12 -242.32
59.342 -245.85 -210.11 -204.38 -256.73
59.346 -239.79 -203.87 -198.04 -249.94
59.350 -225.73 -189.57 -184.56 -237.17
59.354 -214.38 -178.08 -173.76 -227.25
59.358 -226.69 -190.26 -185.45 -238.76
59.362 -245.24 -208.92 -203.22 -255.66
59.366 -242.05 -206.11 -200.74 -252.93
59.370 -227.67 -191.53 -186.61 -239.54
59.374 -213.84 -177.50 -173.00 -226.20
59.378 -226.13 -190.19 -185.05 -238.20
59.382 -242.18 -206.51 -200.63 -252.84
59.386 -237.91 -202.08 -196.72 -248.48
59.390 -225.02 -188.83 -184.22 -236.95
59.394 -215.16 -178.64 -174.39 -228.37
59.398 -226.11 -189.79 -184.85 -238.05
59.402 -243.39 -207.45 -201.19 -253.11
59.406 -241.82 -205.68 -200.20 -252.55
59.410 -223.58 -187.22 -182.64 -235.30
59.414 -212.86 -176.53 -172.29 -225.91
59.418 -224.34 -188.34 -183.31 -236.84
59.422 -238.96 -203.27 -197.50 -249.80
59.426 -238.96 -203.60 -197.37 -249.71
59.430 -228.19 -192.07 -186.77 -239.95
59.434 -216.34 -180.20 -175.35 -229.31
59.438 -223.58 -187.22 -182.64 -235.30
59.442 -212.86 -176.53 -172.29 -225.91
59.446 -224.34 -188.34 -183.31 -236.84
59.450 -238.96 -203.27 -197.50 -249.80
59.454 -238.96 -203.60 -197.37 -249.71
59.458 -228.19 -192.07 -186.77 -239.95
59.462 -216.34 -180.20 -175.35 -229.31
59.466 -223.50 -187.42 -182.32 -235.50
59.470 -241.94 -206.04 -200.34 -252.78
59.474 -237.87 -201.93 -195.96 -248.13
59.478 -224.10 -188.11 -182.57 -235.57
59.482 -214.33 -178.28 -173.36 -227.32
59.486 -224.79 -188.94 -183.24 -236.77
59.490 -242.23 -206.33 -200.14 -252.51
59.494 -234.85 -199.24 -193.48 -245.53
59.498 -224.70 -188.58 -183.60 -236.73
59.503 -213.95 -177.47 -172.91 -227.03
59.507 -223.72 -187.62 -182.08 -235.79
59.511 -243.12 -206.98 -200.83 -253.07
59.515 -237.96 -201.97 -196.18 -248.42
59.519 -221.53 -185.32 -180.07 -232.95
59.523 -211.51 -175.89 -170.48 -224.12
59.527 -224.21 -188.31 -182.57 -235.79
59.531 -242.72 -206.66 -200.83 -253.63
59.535 -239.23 -203.00 -197.54 -250.29
59.539 -222.04 -185.79 -180.74 -234.07
59.543 -212.95 -176.51 -171.71 -225.48
59.547 -222.85 -186.57 -181.27 -234.54
59.551 -239.61 -203.89 -197.63 -249.91
59.555 -238.00 -202.04 -196.00 -248.71
59.559 -223.85 -187.08 -182.10 -235.43
59.563 -211.20 -174.50 -169.47 -223.58
59.567 -225.64 -189.61 -183.64 -237.46
59.572 -242.83 -206.84 -200.38 -253.04
59.576 -237.02 -200.88 -194.84 -247.21
59.580 -223.47 -187.17 -181.76 -234.83
59.584 -213.57 -177.38 -172.13 -226.04
59.588 -227.05 -191.33 -182.52 -235.23
59.609 -213.12 -177.43 -169.23 -223.61
59.630 -200.88 -165.34 -158.23 -213.93
59.650 -211.45 -175.86 -168.35 -223.32
59.671 -229.91 -194.66 -185.39 -238.25
59.692 -225.10 -189.97 -180.85 -234.00
59.713 -209.61 -174.54 -165.94 -219.76
59.734 -201.64 -166.12 -158.50 -213.71
59.755 -213.53 -178.21 -169.78 -224.48
59.776 -230.80 -196.05 -186.55 -239.54
59.797 -223.23 -188.47 -179.10 -232.68
59.818 -210.69 -175.01 -166.79 -220.95
59.838 -200.20 -164.51 -156.84 -211.60
59.859 -213.44 -178.05 -169.52 -223.85
59.880 -229.33 -194.37 -185.05 -238.43
59.901 -225.13 -190.26 -181.14 -234.58
59.922 -209.64 -174.30 -165.89 -219.67
59.943 -201.41 -165.67 -157.74 -212.34
59.964 -212.77 -176.85 -168.69 -222.76
59.985 -226.56 -191.44 -182.26 -235.52
60.006 -225.60 -190.37 -181.43 -234.74
60.026 -211.02 -175.64 -166.99 -221.51
60.047 -198.80 -163.32 -155.19 -210.35
60.068 -211.02 -175.66 -166.97 -221.37
60.089 -228.68 -193.66 -184.42 -237.69
60.110 -224.72 -189.43 -180.83 -233.98
60.131 -209.91 -174.61 -165.96 -220.19
60.152 -199.80 -164.15 -155.84 -210.91
60.173 -210.91 -175.53 -166.95 -221.62
60.194 -228.08 -192.94 -183.46 -237.13
60.214 -223.43 -188.18 -179.06 -232.61
60.235 -209.97 -174.48 -165.89 -220.28
60.256 -199.40 -163.64 -155.81 -210.82
60.277 -210.37 -174.97 -165.94 -220.41
60.298 -228.90 -193.41 -183.49 -236.84
60.319 -225.33 -189.61 -180.18 -233.49
60.340 -210.91 -175.39 -167.03 -221.86
60.361 -223.43 -188.18 -179.06 -232.61
60.365 -209.97 -174.48 -165.89 -220.28
60.368 -199.40 -163.64 -155.81 -210.82
60.372 -210.37 -174.97 -165.94 -220.41
60.376 -228.90 -193.41 -183.49 -236.84
60.380 -225.33 -189.61 -180.18 -233.49
60.384 -210.91 -175.39 -167.03 -221.86
60.388 -196.94 -161.56 -153.42 -208.90
60.392 -209.93 -174.43 -165.45 -219.40
60.396 -228.73 -193.77 -183.93 -237.00
60.399 -224.52 -189.34 -180.02 -233.75
60.403 -208.81 -173.32 -164.55 -219.25
60.407 -198.17 -162.70 -154.14 -209.44
60.411 -212.01 -176.82 -167.82 -222.33
60.415 -227.85 -193.21 -183.13 -236.64
60.419 -223.94 -188.72 -179.08 -232.75
