Time Ch1 Ch2 Ch3 Ch4 Ch5 Ch6 Ch7 Ch8 Ch9 Ch10 Ch11 Ch12 Ch13 Ch14
52.650 86411.75 76349.87 79838.31 91907.31 84917.16 65936.08 46994.81 50472.54 59222.33 68240.43 3276.81 4287.29 -1031.87 1404.65
52.658 86407.66 76346.38 79835.49 91904.03 84913.54 65931.88 46992.40 50470.35 59216.52 68243.03 3269.10 4279.71 -1065.93 1396.18
52.666 86413.25 76352.33 79842.33 91911.31 84921.72 65940.17 47001.70 50481.08 59214.42 68243.21 3267.33 4279.51 -1060.14 1397.36
52.675 86423.91 76363.13 79853.53 91922.49 84932.81 65950.70 47012.22 50492.08 59238.83 68269.96 3293.19 4304.92 -1094.34 1421.84
52.683 86453.78 76393.39 79883.08 91950.90 84960.46 65976.74 47037.39 50515.17 59249.27 68281.20 3301.40 4312.12 -1107.62 1426.24
52.691 86391.68 76331.23 79822.06 91890.48 84901.09 65917.78 46979.52 50457.68 59243.90 68277.49 3295.07 4306.24 -1133.43 1421.79
52.700 86404.87 76344.62 79835.09 91902.82 84913.18 65929.67 46991.61 50470.71 59201.64 68237.98 3254.03 4266.23 -1140.72 1382.90
52.708 86412.13 76351.86 79842.15 91910.06 84919.60 65935.66 46997.02 50475.42 59222.02 68260.33 3275.04 4287.71 -1085.91 1404.14
52.716 86419.91 76360.18 79850.38 91918.26 84928.14 65944.11 47006.03 50485.08 59228.99 68268.93 3281.79 4293.95 -1088.49 1410.91
52.725 86416.58 76356.78 79846.22 91913.57 84922.79 65938.16 46999.24 50477.24 59227.43 68267.90 3278.13 4290.46 -1083.50 1406.33
52.733 86406.88 76347.35 79837.53 91905.05 84914.59 65929.73 46991.37 50469.86 59225.53 68268.78 3277.19 4289.95 -1119.55 1406.48
52.741 86410.28 76350.65 79841.48 91909.10 84918.66 65933.42 46995.75 50474.82 59215.98 68261.27 3268.18 4281.23 -1103.66 1398.53
52.749 86411.33 76352.51 79842.73 91910.19 84919.15 65933.94 46995.46 50473.08 59226.71 68273.65 3277.28 4290.08 -1088.46 1405.34
52.758 86408.20 76348.40 79838.26 91905.46 84915.24 65930.85 46992.69 50471.56 59214.29 68262.99 3265.34 4279.44 -1072.28 1397.21
52.766 86413.50 76355.17 79845.77 91913.35 84923.02 65939.23 47001.07 50480.52 59221.15 68271.21 3271.45 4283.69 -1033.72 1399.22
52.774 86413.99 76355.37 79846.11 91913.06 84922.93 65939.77 47001.90 50481.01 59236.59 68289.47 3288.97 4302.76 -1033.79 1419.83
52.783 86403.15 76344.08 79833.93 91900.02 84908.89 65924.59 46985.27 50462.75 59218.02 68271.32 3266.89 4279.87 -1032.92 1395.55
52.791 86413.23 76354.63 79844.66 91910.69 84919.60 65934.79 46995.41 50472.83 59213.37 68269.09 3264.36 4278.71 -1033.97 1396.09
52.799 86430.51 76373.01 79865.09 91932.95 84943.98 65960.67 47024.34 50505.35 59238.65 68297.30 3291.45 4305.80 -1021.99 1423.18
52.808 86413.23 76354.63 79844.66 91910.69 84919.60 65934.79 46995.41 50472.83 59213.37 68269.09 3264.36 4278.71 -1033.97 1396.09
52.816 86430.51 76373.01 79865.09 91932.95 84943.98 65960.67 47024.34 50505.35 59238.65 68297.30 3291.45 4305.80 -1021.99 1423.18
52.824 86403.98 76346.61 79838.06 91905.19 84915.31 65930.34 46992.69 50471.92 59244.93 68303.56 3293.37 4305.93 -988.42 1419.51
52.833 86409.77 76351.93 79843.07 91909.77 84919.44 65933.58 46996.02 50475.27 59214.35 68275.55 3264.96 4279.06 -1029.88 1394.95
52.841 86403.55 76345.89 79836.72 91902.86 84911.97 65925.60 46987.32 50466.48 59215.65 68278.68 3264.99 4279.64 -1014.55 1396.83
52.849 86412.72 76355.84 79847.67 91914.46 84923.71 65937.09 46999.42 50479.38 59227.81 68293.18 3278.71 4292.88 -974.69 1408.41
52.857 86411.31 76354.27 79845.77 91912.14 84921.07 65933.18 46995.50 50475.11 59225.13 68291.42 3273.88 4287.76 -1000.55 1403.29
52.866 86402.57 76345.18 79836.32 91902.42 84910.52 65921.58 46984.15 50463.31 59214.82 68282.30 3262.46 4276.69 -1004.76 1392.54
52.874 86418.35 76361.65 79853.82 91920.61 84929.92 65941.20 47005.12 50486.38 59218.87 68288.76 3268.76 4283.53 -1020.20 1399.17
52.882 86403.02 76345.62 79837.08 91902.89 84911.33 65921.13 46984.28 50464.52 59230.54 68302.33 3280.32 4295.38 -1010.57 1412.03
52.891 86414.19 76357.74 79849.77 91916.43 84924.98 65934.45 46998.41 50479.36 59221.15 68294.86 3270.71 4286.01 -1031.35 1402.77
52.899 86405.83 76348.37 79838.96 91903.85 84910.88 65917.57 46980.10 50458.26 59221.04 68295.73 3268.88 4284.54 -998.39 1400.63
52.907 86414.91 76358.77 79850.40 91917.01 84925.63 65933.98 46999.04 50481.39 59216.68 68293.07 3264.29 4279.40 -958.49 1396.72
52.915 86420.47 76364.53 79856.41 91923.09 84931.31 65938.47 47003.44 50485.46 59238.11 68317.28 3288.37 4304.30 -982.11 1420.54
52.924 86409.01 76352.33 79843.72 91909.57 84916.56 65922.27 46986.59 50467.47 59227.16 68307.29 3275.00 4290.77 -962.80 1407.29
52.932 86413.57 76357.78 79849.57 91915.02 84921.54 65926.85 46991.53 50472.79 59213.15 68294.57 3259.91 4275.02 -971.88 1391.57
52.940 86409.74 76354.01 79845.57 91911.27 84918.05 65923.16 46988.62 50470.33 59229.98 68313.93 3279.40 4295.49 -984.73 1412.97
52.949 86410.93 76355.93 79848.01 91914.35 84921.59 65926.67 46992.51 50474.28 59216.77 68301.75 3263.96 4279.60 -957.03 1396.11
52.957 86416.92 76362.50 79854.02 91918.62 84924.20 65925.02 46990.99 50472.99 59223.25 68317.26 3269.21 4286.62 -1029.32 1403.62
52.965 86401.23 76346.94 79839.36 91903.78 84908.94 65910.09 46977.13 50459.60 59216.95 68311.67 3261.83 4278.24 -1052.25 1394.50
52.974 86411.96 76357.98 79850.98 91915.94 84921.90 65922.78 46990.88 50475.00 59212.61 68310.11 3259.69 4276.00 -1076.62 1391.78
52.982 86405.41 76352.02 79844.75 91909.68 84915.06 65915.20 46982.56 50465.88 59225.42 68324.34 3271.56 4288.14 -1113.01 1404.54
52.991 86406.08 76352.24 79845.04 91909.64 84914.43 65914.07 46981.74 50465.10 59222.11 68323.76 3269.57 4287.51 -1164.70 1405.34
52.999 86405.25 76351.53 79843.23 91906.82 84910.32 65908.75 46975.10 50456.98 59204.12 68305.21 3246.55 4262.43 -1140.30 1378.12
53.007 86413.25 76360.04 79853.37 91918.55 84924.31 65924.28 46993.76 50479.00 59222.89 68328.66 3271.16 4289.55 -1148.59 1408.34
53.016 86411.11 76357.52 79849.48 91913.44 84917.07 65915.63 46982.70 50465.95 59222.69 68329.33 3268.94 4285.84 -1133.32 1402.93
53.024 86409.72 76357.31 79850.76 91915.29 84920.36 65920.03 46988.46 50473.26 59222.96 68332.99 3272.21 4290.69 -1105.41 1409.50
53.033 86415.58 76362.34 79855.12 91919.20 84923.35 65922.09 46990.03 50473.30 59231.01 68340.57 3275.47 4292.14 -1105.65 1408.18
53.041 86406.08 76353.74 79845.82 91910.17 84914.08 65913.31 46981.31 50465.17 59202.62 68313.73 3245.61 4262.95 -1130.77 1379.28
53.049 86407.80 76354.90 79846.60 91909.50 84912.60 65911.32 46977.91 50460.00 59238.76 68352.28 3284.63 4302.51 -1142.91 1419.36
53.058 86401.72 76350.09 79843.58 91907.69 84913.23 65914.09 46984.04 50469.97 59204.00 68320.34 3250.61 4269.61 -1112.11 1388.71
53.066 86403.95 76352.37 79845.57 91909.12 84913.36 65913.10 46981.53 50465.21 59220.86 68337.87 3265.32 4282.80 -1115.20 1398.66
53.075 86403.37 76351.21 79844.21 91907.27 84911.35 65910.49 46979.23 50462.84 59219.29 68338.20 3263.82 4281.97 -1107.31 1398.91
53.083 86412.45 76360.91 79853.78 91916.92 84920.69 65919.70 46988.53 50472.61 59216.05 68337.11 3260.96 4279.58 -1074.69 1396.31
53.091 86407.98 76356.44 79849.37 91911.92 84915.39 65913.86 46982.54 50465.99 59227.81 68350.20 3271.85 4290.22 -1068.15 1406.66
53.100 86400.76 76348.98 79841.50 91903.33 84906.39 65903.83 46972.39 50455.13 59207.92 68332.17 3251.17 4269.85 -1074.72 1387.24
53.108 86412.45 76360.91 79853.78 91916.92 84920.69 65919.70 46988.53 50472.61 59216.05 68337.11 3260.96 4279.58 -1074.69 1396.31
53.116 86407.98 76356.44 79849.37 91911.92 84915.39 65913.86 46982.54 50465.99 59227.81 68350.20 3271.85 4290.22 -1068.15 1406.66
53.125 86400.76 76348.98 79841.50 91903.33 84906.39 65903.83 46972.39 50455.13 59207.92 68332.17 3251.17 4269.85 -1074.72 1387.24
53.133 86412.29 76361.47 79854.38 91917.64 84921.07 65919.36 46989.76 50473.68 59217.53 68343.39 3261.07 4279.31 -1077.94 1396.38
53.141 86399.22 76347.48 79840.43 91902.62 84906.21 65903.85 46973.76 50457.27 59218.22 68345.78 3261.28 4279.17 -1113.77 1395.17
53.150 86412.98 76361.94 79854.83 91917.01 84920.60 65918.22 46988.55 50472.16 59219.02 68349.20 3263.96 4283.67 -1100.40 1401.03
53.158 86417.43 76366.10 79858.80 91920.12 84922.90 65919.30 46988.87 50471.33 59225.80 68356.69 3267.78 4286.53 -1120.54 1403.64
53.166 86399.17 76348.08 79841.17 91903.42 84907.10 65903.31 46975.05 50459.60 59214.84 68348.73 3259.42 4278.88 -1110.17 1395.73
53.175 86413.45 76362.88 79855.74 91917.37 84919.33 65914.74 46985.36 50468.18 59219.11 68353.96 3262.30 4281.88 -1100.26 1398.93
53.183 86419.00 76368.31 79861.89 91924.03 84926.59 65922.09 46994.27 50478.13 59233.98 68370.90 3277.64 4297.03 -1094.03 1413.81
53.191 86391.30 76340.06 79832.70 91893.68 84894.81 65888.96 46959.27 50441.43 59212.63 68351.39 3256.52 4276.45 -1091.97 1394.77
53.200 86405.07 76354.99 79848.54 91910.73 84913.49 65908.72 46981.60 50466.22 59204.67 68345.78 3249.54 4270.17 -1100.33 1389.21
53.208 86408.74 76358.57 79851.85 91912.70 84914.70 65908.05 46979.95 50463.15 59220.12 68361.22 3260.96 4279.89 -1083.79 1394.84
53.216 86401.50 76350.90 79844.79 91905.30 84906.25 65898.69 46970.40 50453.10 59212.72 68356.02 3254.10 4274.39 -1099.48 1391.60
53.225 86408.85 76358.90 79853.40 91915.16 84917.23 65910.49 46984.17 50469.28 59214.98 68360.93 3259.09 4280.29 -1122.77 1399.55
53.233 86398.21 76348.26 79841.86 91902.17 84902.70 65894.08 46966.04 50448.11 59215.09 68360.82 3255.02 4273.90 -1127.11 1389.25
53.241 86407.98 76358.14 79852.79 91913.59 84915.55 65906.80 46980.73 50464.94 59203.96 68351.99 3244.53 4264.51 -1129.32 1382.03
53.250 86408.22 76358.48 79852.79 91913.52 84914.88 65905.55 46978.90 50462.33 59226.11 68376.98 3268.92 4289.41 -1103.73 1405.99
53.258 86394.12 76346.07 79840.90 91900.40 84902.27 65893.75 46968.75 50453.61 59213.32 68372.94 3254.95 4276.13 -1040.07 1392.87
53.266 86413.63 76365.63 79860.06 91919.72 84920.58 65911.00 46985.56 50469.70 59213.12 68373.81 3253.99 4275.49 -1020.13 1392.94
53.275 86399.51 76351.59 79845.28 91904.94 84904.64 65894.17 46968.03 50451.44 59218.85 68381.12 3258.44 4278.75 -1029.54 1394.37
53.283 86400.33 76353.13 79848.12 91907.91 84908.98 65898.71 46974.49 50459.44 59213.30 68378.59 3255.33 4278.28 -1022.39 1396.89
53.291 86403.62 76356.35 79850.38 91910.06 84909.99 65898.55 46973.87 50457.30 59214.35 68379.78 3252.98 4274.01 -1053.06 1389.83
53.299 86393.02 76345.65 79839.98 91899.38 84899.59 65887.56 46963.38 50447.44 59211.34 68378.81 3250.32 4271.66 -1073.78 1387.31
53.308 86406.61 76359.50 79854.20 91913.55 84913.96 65901.46 46978.05 50462.62 59202.95 68372.42 3242.66 4264.94 -1057.51 1382.14
53.316 86390.14 76342.43 79836.01 91894.77 84894.23 65880.16 46956.05 50439.55 59215.76 68386.66 3254.73 4276.51 -1045.61 1393.36
53.324 86398.52 76351.91 79846.11 91905.55 84905.14 65891.18 46967.74 50452.25 59192.74 68365.13 3231.70 4254.16 -1058.56 1372.35
53.333 86404.07 76356.93 79851.12 91909.50 84908.49 65893.59 46970.07 50454.53 59220.03 68394.75 3259.96 4281.57 -1057.22 1398.03
53.341 86409.72 76362.25 79856.55 91914.73 84913.58 65898.04 46974.65 50459.00 59204.67 68380.89 3242.97 4265.67 -1071.30 1383.22
53.349 86405.34 76359.33 79854.20 91912.90 84912.76 65898.17 46976.01 50461.63 59227.65 68405.75 3267.00 4289.28 -1063.52 1405.90
53.357 86401.27 76354.72 79849.39 91907.91 84907.01 65891.02 46968.44 50453.23 59214.04 68393.57 3252.60 4274.86 -1081.96 1390.84
53.366 86393.45 76347.50 79842.55 91901.07 84900.60 65884.05 46962.24 50447.33 59199.85 68381.09 3238.05 4260.62 -1059.45 1377.94
53.374 86401.16 76354.81 79849.75 91907.87 84906.79 65890.39 46968.64 50453.68 59209.50 68393.07 3249.32 4272.42 -1067.25 1389.74
53.382 86398.19 76352.04 79846.89 91904.79 84903.50 65886.13 46964.10 50448.83 59214.84 68399.58 3252.13 4274.93 -1083.99 1391.69
53.391 86398.23 76352.80 79847.36 91905.12 84902.79 65884.67 46962.87 50446.86 59202.44 68388.45 3239.46 4262.34 -1079.50 1378.41
53.399 86391.48 76346.34 79841.88 91899.80 84898.36 65880.18 46959.61 50445.27 59201.79 68389.50 3239.59 4263.10 -1095.41 1381.00
53.407 86398.23 76352.80 79847.36 91905.12 84902.79 65884.67 46962.87 50446.86 59202.44 68388.45 3239.46 4262.34 -1079.50 1378.41
53.416 86391.48 76346.34 79841.88 91899.80 84898.36 65880.18 46959.61 50445.27 59201.79 68389.50 3239.59 4263.10 -1095.41 1381.00
53.424 86391.46 76346.43 79841.73 91899.29 84897.63 65878.62 46958.60 50443.66 59202.95 68392.65 3240.80 4263.98 -1083.01 1380.47
53.432 86398.46 76353.07 79847.09 91903.87 84900.08 65879.33 46958.67 50441.34 59208.85 68399.49 3244.49 4267.13 -1066.36 1383.08
53.441 86398.59 76353.22 79848.10 91905.86 84903.26 65883.13 46964.93 50450.59 59193.72 68386.53 3230.68 4255.35 -1068.15 1373.58
53.449 86414.48 76370.99 79866.18 91924.03 84922.03 65901.08 46983.43 50468.94 59228.70 68424.12 3268.23 4292.16 -1011.86 1408.27
53.457 86395.82 76350.45 79844.88 91901.25 84897.25 65874.28 46954.94 50437.61 59209.95 68405.12 3243.77 4266.30 -890.56 1380.40
53.466 86391.93 76348.11 79844.01 91901.72 84899.30 65877.21 46960.41 50445.67 59192.07 68389.54 3227.44 4252.11 -814.16 1369.36
53.474 86408.98 76365.32 79861.29 91919.29 84916.91 65893.81 46977.98 50464.45 59226.02 68426.22 3263.73 4288.34 -845.72 1404.38
53.482 86390.45 76347.01 79842.49 91899.29 84895.81 65871.84 46954.98 50439.55 59205.88 68407.42 3242.61 4267.37 -929.16 1384.04
53.491 86400.47 76356.84 79852.46 91909.32 84905.47 65881.45 46965.17 50450.59 59208.65 68411.78 3245.47 4270.64 -928.49 1387.60
53.499 86392.53 76349.02 79844.14 91899.96 84895.43 65870.43 46953.84 50438.07 59207.27 68411.31 3241.83 4266.17 -926.68 1382.10
53.507 86393.40 76350.65 79846.67 91903.00 84899.35 65875.08 46960.39 50445.76 59198.51 68405.39 3235.73 4260.89 -934.59 1377.94
53.516 86405.23 76362.61 79857.84 91913.44 84908.87 65883.47 46968.21 50452.80 59210.44 68418.35 3245.76 4270.64 -952.16 1386.84
53.524 86387.17 76344.35 79839.94 91895.35 84891.14 65865.09 46950.80 50436.11 59205.79 68415.23 3240.56 4265.67 -985.89 1382.03
53.532 86398.41 76356.31 79851.23 91906.48 84901.94 65875.31 46960.59 50445.38 59198.35 68409.79 3233.31 4258.45 -1007.30 1374.57
53.541 86396.49 76353.96 79847.92 91902.51 84896.66 65868.76 46953.66 50437.00 59201.77 68414.87 3234.86 4260.51 -1019.02 1377.23
53.549 86395.59 76354.10 79849.98 91905.72 84902.21 65876.13 46964.35 50450.59 59203.67 68419.45 3240.38 4267.44 -1028.74 1385.09
53.557 86396.40 76355.73 79851.05 91905.88 84900.49 65871.66 46965.75 50451.53 59212.23 68436.44 3247.80 4274.79 -1034.19 1390.81
53.566 86399.33 76358.79 79853.55 91907.91 84901.92 65872.47 46967.05 50450.97 59215.31 68439.88 3248.87 4275.60 -1026.64 1391.19
53.574 86399.60 76358.74 79853.44 91907.00 84900.66 65871.04 46966.54 50450.41 59209.03 68434.98 3241.47 4268.20 -1003.03 1382.97
53.583 86399.42 76359.64 79854.60 91908.45 84902.70 65873.38 46969.80 50453.74 59212.52 68440.57 3245.05 4271.80 -966.38 1386.93
53.591 86388.78 76348.64 79842.76 91896.02 84889.94 65860.17 46957.30 50441.00 59207.83 68437.53 3240.58 4266.97 -999.57 1382.34
53.599 86393.58 76353.85 79846.89 91899.91 84892.66 65862.43 46959.76 50442.66 59196.81 68426.89 3225.94 4252.35 -1000.71 1367.08
53.608 86407.33 76368.51 79860.59 91914.37 84908.51 65879.33 46977.47 50461.79 59219.56 68452.80 3252.18 4279.89 -1000.71 1395.15
53.616 86379.39 76341.22 79832.47 91886.70 84881.29 65852.69 46951.61 50436.64 59214.35 68449.65 3247.33 4275.40 -1031.49 1391.46
53.624 86390.16 76352.46 79843.11 91896.96 84891.14 65862.34 46961.48 50446.01 59199.22 68435.92 3231.77 4259.77 -1064.84 1375.44
53.633 86392.00 76354.01 79843.61 91897.23 84890.34 65860.98 46959.63 50443.10 59209.61 68447.72 3240.94 4268.45 -1136.23 1383.91
53.641 86394.39 76356.84 79846.91 91899.98 84893.38 65864.49 46963.32 50447.06 59199.56 68439.34 3230.81 4258.43 -1163.01 1373.18
53.649 86392.42 76355.26 79845.24 91898.12 84891.43 65861.96 46960.79 50443.73 59212.30 68453.45 3243.19 4271.55 -1119.26 1387.33
53.658 86388.69 76352.13 79842.51 91896.65 84891.25 65862.50 46963.23 50448.20 59209.15 68452.04 3239.80 4267.24 -1040.63 1381.38
53.666 86396.13 76359.64 79848.63 91901.81 84895.41 65864.87 46964.66 50448.42 59207.25 68451.61 3238.12 4265.99 -1042.02 1381.02
53.675 86389.78 76353.85 79842.42 91895.89 84889.18 65858.43 46958.67 50443.22 59204.41 68450.36 3233.76 4262.54 -1065.87 1378.45
53.683 86402.03 76366.12 79855.25 91908.70 84902.07 65870.75 46971.30 50455.40 59216.07 68463.64 3245.83 4273.39 -1067.50 1387.13
53.691 86402.48 76366.68 79856.01 91909.37 84902.34 65871.08 46972.41 50457.43 59212.30 68461.23 3241.36 4269.90 -1124.27 1386.39
53.700 86392.24 76356.62 79845.13 91897.90 84889.96 65857.29 46957.62 50440.78 59216.36 68467.64 3246.10 4274.53 -1172.26 1388.16
53.708 86402.03 76366.12 79855.25 91908.70 84902.07 65870.75 46971.30 50455.40 59216.07 68463.64 3245.83 4273.39 -1067.50 1387.13
53.716 86402.48 76366.68 79856.01 91909.37 84902.34 65871.08 46972.41 50457.43 59212.30 68461.23 3241.36 4269.90 -1124.27 1386.39
53.725 86392.24 76356.62 79845.13 91897.90 84889.96 65857.29 46957.62 50440.78 59216.36 68467.64 3246.10 4274.53 -1172.26 1388.16
53.733 86398.99 76364.69 79853.78 91908.07 84901.34 65870.23 46972.50 50457.83 59213.08 68465.92 3242.99 4271.71 -1180.69 1387.08
53.741 86390.05 76355.70 79844.52 91898.21 84890.83 65859.30 46961.46 50446.19 59217.97 68472.42 3247.08 4275.71 -1214.91 1390.39
53.750 86389.72 76355.24 79844.19 91897.41 84889.85 65857.94 46959.45 50443.51 59200.70 68456.51 3229.22 4257.67 -1192.49 1372.04
53.758 86405.88 76372.13 79860.70 91914.08 84906.23 65874.19 46976.17 50460.31 59217.17 68475.22 3246.43 4275.17 -1190.10 1390.23
53.766 86386.27 76352.42 79841.33 91894.68 84886.83 65854.27 46956.97 50441.52 59215.67 68474.44 3243.69 4272.65 -1175.72 1387.31
53.775 86390.50 76356.91 79845.91 91899.33 84891.55 65858.79 46961.66 50446.55 59203.71 68465.23 3232.78 4261.94 -1170.02 1376.91
53.783 86391.10 76357.20 79845.68 91898.82 84890.61 65857.29 46959.58 50443.89 59210.22 68473.21 3238.32 4267.66 -1139.00 1382.05
53.791 86396.04 76362.30 79850.58 91903.53 84895.21 65861.20 46963.92 50448.45 59206.66 68470.59 3233.18 4263.13 -1092.84 1377.78
53.800 86405.88 76372.00 79859.81 91912.14 84902.83 65868.15 46970.36 50454.35 59216.43 68482.57 3244.65 4274.73 -1114.06 1389.94
53.808 86402.37 76368.96 79857.75 91910.55 84901.85 65867.22 46970.25 50455.49 59220.39 68486.62 3245.61 4273.68 -1119.62 1386.75
53.816 86406.95 76373.92 79862.40 91915.65 84907.37 65872.60 46976.97 50462.51 59222.65 68491.76 3250.39 4279.69 -1095.97 1394.41
53.825 86383.17 76349.98 79837.37 91889.34 84879.63 65843.30 46946.33 50430.32 59213.82 68483.09 3238.39 4267.10 -1104.71 1380.85
53.833 86390.43 76357.65 79845.86 91898.59 84889.44 65853.47 46958.24 50443.24 59198.84 68470.84 3225.89 4255.82 -1047.72 1370.65
53.841 86401.88 76368.83 79856.55 91908.21 84897.69 65860.89 46964.46 50448.92 59207.11 68480.72 3233.25 4263.26 -1037.86 1378.83
53.850 86393.81 76360.98 79849.55 91901.66 84892.08 65855.59 46961.06 50446.97 59212.34 68487.56 3238.88 4269.03 -1045.41 1385.76
53.858 86382.03 76351.17 79839.45 91891.13 84881.08 65845.98 46951.16 50436.73 59205.93 68488.18 3230.21 4260.15 -1062.45 1375.10
53.866 86394.14 76363.91 79852.50 91904.58 84894.61 65860.11 46965.51 50451.04 59213.84 68498.06 3239.19 4268.83 -1064.97 1382.70
53.875 86399.60 76369.09 79857.35 91909.01 84898.30 65863.15 46967.74 50452.69 59217.15 68503.22 3241.87 4272.47 -1079.34 1386.59
53.883 86392.76 76362.72 79851.25 91902.75 84892.01 65856.71 46961.08 50446.01 59215.14 68502.35 3238.52 4268.80 -1086.54 1382.92
53.891 86394.48 76364.58 79852.84 91903.78 84892.64 65856.49 46960.93 50445.72 59214.73 68504.36 3239.95 4270.35 -1098.52 1384.87
53.900 86395.33 76365.85 79854.31 91905.32 84894.56 65858.41 46963.97 50449.12 59211.16 68501.86 3234.61 4264.33 -1117.50 1378.81
53.908 86392.15 76362.77 79851.18 91902.24 84890.63 65853.49 46958.56 50443.48 59209.53 68502.46 3233.34 4264.33 -1091.46 1378.90
53.916 86399.42 76369.67 79858.40 91909.66 84898.56 65860.82 46967.03 50452.69 59219.58 68514.09 3244.07 4274.93 -1105.07 1390.41
53.925 86388.53 76359.53 79848.43 91899.20 84887.37 65849.80 46955.58 50440.94 59209.61 68504.32 3231.15 4261.32 -1087.68 1374.57
53.933 86397.74 76368.15 79856.30 91906.24 84893.74 65854.79 46959.85 50443.51 59210.46 68506.71 3232.26 4262.14 -1080.98 1375.48
53.941 86386.39 76356.93 79844.83 91895.46 84882.98 65844.51 46950.35 50435.64 59201.26 68500.32 3224.35 4257.83 -1090.34 1377.38
53.950 86404.33 76376.69 79865.51 91916.97 84906.07 65868.22 46976.12 50462.97 59215.43 68516.37 3240.56 4270.99 -1021.39 1384.56
53.958 86414.39 76386.59 79875.68 91926.67 84914.75 65876.45 46983.43 50469.75 59244.98 68546.72 3268.32 4298.73 -1004.55 1412.21
53.966 86388.46 76360.60 79849.51 91899.71 84887.01 65848.55 46954.98 50439.84 59220.84 68523.09 3241.79 4272.47 -1057.37 1386.79
53.975 86397.00 76369.54 79858.69 91909.72 84897.27 65860.11 46967.16 50453.36 59214.76 68519.21 3236.80 4267.24 -1074.87 1381.56
53.983 86389.20 76361.76 79850.09 91900.54 84887.90 65850.23 46956.41 50442.14 59216.21 68522.22 3237.07 4267.73 -1077.02 1382.32
53.991 86406.30 76379.62 79868.26 91918.67 84906.16 65868.42 46975.16 50460.54 59214.84 68522.47 3236.35 4267.37 -1103.17 1381.99
53.999 86400.82 76374.19 79862.76 91912.92 84900.84 65862.86 46969.24 50455.38 59231.18 68540.86 3252.38 4284.20 -1103.71 1398.75
54.008 86382.81 76357.31 79845.82 91895.80 84882.98 65842.32 46950.13 50435.44 59214.15 68531.19 3233.29 4264.85 -1136.63 1379.53
54.016 86387.46 76361.83 79849.73 91898.75 84884.84 65843.23 46950.49 50434.86 59201.48 68521.49 3222.54 4255.24 -1135.04 1371.46
54.024 86406.57 76382.46 79872.19 91923.14 84911.71 65872.24 46982.90 50471.20 59231.74 68553.76 3253.48 4285.68 -1128.49 1400.54
54.033 86394.88 76369.79 79858.11 91907.76 84894.34 65852.58 46961.33 50447.24 59229.80 68552.42 3248.92 4280.07 -1130.82 1392.89
54.041 86398.34 76373.36 79862.05 91911.16 84897.65 65855.21 46964.37 50449.90 59209.75 68533.42 3228.40 4260.20 -1133.73 1374.54
54.049 86406.17 76382.10 79871.28 91920.99 84907.06 65863.82 46973.47 50459.64 59230.27 68556.18 3249.52 4282.19 -1126.10 1397.10
54.058 86407.82 76383.64 79872.39 91921.46 84907.12 65862.77 46972.53 50458.86 59223.74 68550.34 3241.65 4273.90 -1126.33 1388.00
54.066 86395.46 76371.35 79860.88 91910.10 84895.79 65850.27 46960.72 50447.15 59228.12 68556.87 3246.14 4279.00 -1135.38 1392.94
54.074 86388.69 76363.93 79853.71 91902.84 84888.48 65842.70 46953.26 50440.18 59216.19 68546.61 3234.07 4266.75 -1140.32 1381.11
54.083 86396.80 76372.38 79861.22 91909.28 84893.38 65846.14 46956.05 50441.16 59208.83 68540.42 3226.21 4259.06 -1157.02 1373.89
54.091 86401.27 76377.23 79867.25 91916.52 84901.87 65854.81 46967.18 50454.50 59221.37 68554.88 3239.37 4272.49 -1156.55 1387.55
54.099 86391.12 76367.15 79856.46 91905.34 84889.69 65842.45 46954.47 50441.03 59218.47 68553.09 3236.17 4269.23 -1135.71 1384.11
54.107 86403.98 76380.14 79868.84 91917.48 84901.36 65853.22 46965.08 50451.08 59222.00 68558.95 3241.34 4274.79 -1143.67 1390.52
54.116 86398.05 76374.10 79863.21 91910.84 84894.52 65845.42 46957.60 50443.42 59215.02 68551.46 3228.98 4260.80 -1074.58 1374.07
54.124 86395.80 76372.38 79861.49 91910.15 84894.07 65845.36 46958.62 50445.12 59219.18 68559.37 3238.41 4272.18 -1019.73 1387.93
54.132 86387.06 76362.84 79851.03 91898.46 84880.70 65830.40 46942.49 50427.21 59212.54 68552.69 3227.66 4260.62 -1069.33 1375.57
54.141 86398.16 76375.31 79865.26 91913.59 84897.85 65848.75 46963.72 50452.11 59209.61 68553.22 3227.86 4262.14 -1070.05 1379.37
54.149 86402.64 76379.76 79870.09 91918.13 84902.23 65852.66 46967.50 50454.73 59222.87 68567.95 3240.42 4273.90 -1051.96 1389.07
54.157 86387.06 76362.84 79851.03 91898.46 84880.70 65830.40 46942.49 50427.21 59212.54 68552.69 3227.66 4260.62 -1069.33 1375.57
54.166 86398.16 76375.31 79865.26 91913.59 84897.85 65848.75 46963.72 50452.11 59209.61 68553.22 3227.86 4262.14 -1070.05 1379.37
54.174 86402.64 76379.76 79870.09 91918.13 84902.23 65852.66 46967.50 50454.73 59222.87 68567.95 3240.42 4273.90 -1051.96 1389.07
54.182 86395.42 76372.76 79861.80 91909.17 84891.66 65841.47 46954.58 50440.00 59228.05 68572.98 3241.81 4273.52 -1065.98 1386.23
